celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week1_judge_score_sum,week1_judge_count,week1_judge_score_avg,week1_judge_score_avg_rank,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week2_judge_score_sum,week2_judge_count,week2_judge_score_avg,week2_judge_score_avg_rank,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week3_judge_score_sum,week3_judge_count,week3_judge_score_avg,week3_judge_score_avg_rank,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week4_judge_score_sum,week4_judge_count,week4_judge_score_avg,week4_judge_score_avg_rank,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week5_judge_score_sum,week5_judge_count,week5_judge_score_avg,week5_judge_score_avg_rank,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week6_judge_score_sum,week6_judge_count,week6_judge_score_avg,week6_judge_score_avg_rank,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week7_judge_score_sum,week7_judge_count,week7_judge_score_avg,week7_judge_score_avg_rank,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week8_judge_score_sum,week8_judge_count,week8_judge_score_avg,week8_judge_score_avg_rank,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week9_judge_score_sum,week9_judge_count,week9_judge_score_avg,week9_judge_score_avg_rank,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week10_judge_score_sum,week10_judge_count,week10_judge_score_avg,week10_judge_score_avg_rank,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week11_judge_score_sum,week11_judge_count,week11_judge_score_avg,week11_judge_score_avg_rank
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8,7,8,8,31,4,7.75,2,8,8,8,8,32,4,8,2,9,7,9,9,34,4,8.5,1,8,8,9,9,34,4,8.5,4,10,9,9,10,38,4,9.5,2,10,8.5,9.5,10,38,4,9.5,1,9,10,9,9,37,4,9.25,4,10,9,10,10,39,4,9.75,2,10,10,10,10,40,4,10,1,10,10,10,10,40,4,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8,8,8,8,32,4,8,1,8,8,8,8,32,4,8,2,8,9,8,8,33,4,8.25,3,9,8,9,9,35,4,8.75,3,10,9,10,10,39,4,9.75,1,9,8.5,8.5,9.5,35.5,4,8.875,4,8.5,9.5,9.5,9.5,37,4,9.25,4,10,10,10,10,40,4,10,1,10,9.5,9.5,10,39,4,9.75,3,10,10,10,10,40,4,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nastia Liukin,Derek Hough,Athlete,Russia,Russia,25,20,Eliminated Week 9,4,7,7,8,8,30,4,7.5,3,9,8,8,9,34,4,8.5,1,9,8,9,8,34,4,8.5,1,9,8,9,10,36,4,9,2,9,9,10,10,38,4,9.5,2,9.5,8.5,9,9.5,36.5,4,9.125,2,10.75,9.75,9.75,10.75,41,4,10.25,1,9.5,9.5,9.5,9.5,38,4,9.5,3,10,10,10,10,40,4,10,1,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6,6,7,7,26,4,6.5,5,7,7,7,7,28,4,7,6,6,6,6,6,24,4,6,9,7,7,8,8,30,4,7.5,7,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert Herjavec,Kym Johnson,Entrepreneur,Croatia,Croatia,52,20,Eliminated Week 8,6,7,7,7,7,28,4,7,4,7,7,7,7,28,4,7,6,7,7,8,7,29,4,7.25,6,8,9,8,9,34,4,8.5,4,6,6,6,6,24,4,6,9,8.5,8,8.5,8.5,33.5,4,8.375,8,7,8,8,8,31,4,7.75,6,7.5,7.5,8.5,7.5,31,4,7.75,6,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6,5,5,6,22,4,5.5,11,7,6,7,6,26,4,6.5,11,6,5,5,6,22,4,5.5,10,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7,6,6,7,26,4,6.5,5,7,6,7,7,27,4,6.75,10,7,7,8,8,30,4,7.5,5,8,8,8,8,32,4,8,6,7,7,7,7,28,4,7,5,8.5,8,8.5,9,34,4,8.5,6,10.5,8.5,9.5,9.5,38,4,9.5,3,8,7.5,8,8,31.5,4,7.875,5,9.5,9.5,9.5,9.5,38,4,9.5,4,9,9,9,9,36,4,9,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6,5,5,6,22,4,5.5,11,8,7,8,8,31,4,7.75,5,0,0,0,0,0,4,0,12,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7,6,6,6,25,4,6.25,8,7,7,7,7,28,4,7,6,6,5,5,6,22,4,5.5,10,8,7,7,8,30,4,7.5,7,7,6,7,7,27,4,6.75,7,9,8,8.5,8.5,34,4,8.5,6,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7,6,6,7,26,4,6.5,5,5,6,5,5,21,4,5.25,12,7,7,7,7,28,4,7,7,7,6,7,7,27,4,6.75,10,7,6,7,7,27,4,6.75,7,9,8,9,9,35,4,8.75,5,8,7,8,8,31,4,7.75,6,8,7.5,8.5,8,32,4,8,4,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5,5,5,N/A,15,3,5,9,5.5,5.5,5.5,N/A,16.5,3,5.5,12,6,7,6,6,25,4,6.25,9,5,6,5,N/A,16,3,5.3333,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,5
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7,7,8,N/A,22,3,7.3333,5,7.5,7.5,8,N/A,23,3,7.6667,3,9,9,9,9,36,4,9,1,7,7,7,N/A,21,3,7,8,10,10,10,10,40,4,10,1,8,7,7,8,30,4,7.5,7,9,9.5,9,N/A,27.5,3,9.1667,5,9.6666,8.6666,8.6666,N/A,26.9998,3,8.9999,5,10,10,10,N/A,30,3,10,1,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,5
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8,8,7,N/A,23,3,7.6667,3,7.5,7.5,7.5,N/A,22.5,3,7.5,4,7,8,8,8,31,4,7.75,6,9,8,8,N/A,25,3,8.3333,5,10,10,9,10,39,4,9.75,2,10,9,9,10,38,4,9.5,5,9,10,9,N/A,28,3,9.3333,2,9.6666,9.6666,9.6666,N/A,28.9998,3,9.6666,2,9,9,9,N/A,27,3,9,4,10,10.5,11,N/A,31.5,3,10.5,1,10,10,10,N/A,30,3,10,1
Victor Espinoza,Karina Smirnoff,Athlete,Mexico,Mexico,43,21,Eliminated Week 2,12,5,5,5,N/A,15,3,5,9,6.5,5.5,6.5,N/A,18.5,3,6.1667,9,0,0,0,0,0,4,0,11,0,0,0,N/A,0,3,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,5
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8,7,7,N/A,22,3,7.3333,5,7.5,7,8,N/A,22.5,3,7.5,4,8,8,9,8,33,4,8.25,3,8,8,8,N/A,24,3,8,6,8,7,7,7,29,4,7.25,7,8,8,7,7,30,4,7.5,7,9,9,8.5,N/A,26.5,3,8.8333,8,9,8,8,N/A,25,3,8.3333,6,8.5,8.5,8.5,N/A,25.5,3,8.5,5,9.5,9.5,9.5,N/A,28.5,3,9.5,3,9.3333,9.3333,9.3333,N/A,27.999899999999997,3,9.3333,4
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5,4,4,N/A,13,3,4.3333,12,5,5,5,N/A,15,3,5,13,0,0,0,0,0,4,0,11,0,0,0,N/A,0,3,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,5
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7,7,7,N/A,21,3,7,7,7.5,7.5,7,N/A,22,3,7.3333,8,7,7,8,7,29,4,7.25,8,7,8,8,N/A,23,3,7.6667,7,9,9,9,9,36,4,9,4,10,10,10,10,40,4,10,1,9.5,9.5,9,N/A,28,3,9.3333,2,8.6666,7.6666,7.6666,N/A,23.9998,3,7.9999,7,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,5
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8,7,8,N/A,23,3,7.6667,3,8,8,8.5,N/A,24.5,3,8.1667,1,8,9,8,8,33,4,8.25,3,9,9,9,N/A,27,3,9,2,7,7,8,7,29,4,7.25,7,10,10,10,10,40,4,10,1,9,9,9,N/A,27,3,9,6,9,9,10,N/A,28,3,9.3333,3,8.5,8,8,N/A,24.5,3,8.1667,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,5
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8,8,8,N/A,24,3,8,1,7.5,7.5,7.5,N/A,22.5,3,7.5,4,9,9,9,9,36,4,9,1,9,9,9,N/A,27,3,9,2,9,9,8,9,35,4,8.75,5,9,10,10,10,39,4,9.75,4,9,9,9,N/A,27,3,9,6,11,11,11,N/A,33,3,11,1,9,9,9.5,N/A,27.5,3,9.1667,3,9,9,9,N/A,27,3,9,4,10,10,10,N/A,30,3,10,1
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7,7,7,N/A,21,3,7,7,8,7,7.5,N/A,22.5,3,7.5,4,7,8,7,8,30,4,7.5,7,9,9,9,N/A,27,3,9,2,8,8,7,7,30,4,7.5,6,8,8,8,8,32,4,8,6,9,9.5,9.5,N/A,28,3,9.3333,2,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,5
Bindi Irwin,Derek Hough,TV Personality,Australia,Australia,17,21,1st Place,1,8,8,8,N/A,24,3,8,1,8,8,8,N/A,24,3,8,2,8,8,8,8,32,4,8,5,9,9,10,N/A,28,3,9.3333,1,9,9,10,9,37,4,9.25,3,10,10,10,10,40,4,10,1,9.5,10,9.5,N/A,29,3,9.6667,1,10,9,9,N/A,28,3,9.3333,3,10,10,10,N/A,30,3,10,1,10.5,10.5,10.5,N/A,31.5,3,10.5,1,10,10,10,N/A,30,3,10,1
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,4,4,4,N/A,12,3,4,13,6.5,6,6,N/A,18.5,3,6.1667,9,0,0,0,0,0,4,0,11,0,0,0,N/A,0,3,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,5
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5,5,5,N/A,15,3,5,9,6.5,6,6,N/A,18.5,3,6.1667,9,5,5,5,5,20,4,5,10,6,6,6,N/A,18,3,6,9,7,7,6,6,26,4,6.5,9,6,6,6,6,24,4,6,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,5
Mischa Barton,Artem Chigvintsev,Actor/Actress,England,England,30,22,Eliminated Week 3,11,5,5,6,N/A,16,3,5.3333,10,5,5,5,N/A,15,3,5,11,6,6,6,N/A,18,3,6,11,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7,6,7,N/A,20,3,6.6667,8,7,6,6,N/A,19,3,6.3333,9,8,7,7,N/A,22,3,7.3333,5,8,8,8,8,32,4,8,6,8,6,6,8,28,4,7,7,8,8,8,N/A,24,3,8,6,8.5,8.5,9,N/A,26,3,8.6667,5,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7,6,7,N/A,20,3,6.6667,8,7,7,7,N/A,21,3,7,3,8,7,8,N/A,23,3,7.6667,3,7,6,7,7,27,4,6.75,9,9,8,9,9,35,4,8.75,2,9,8,8,N/A,25,3,8.3333,4,8,8.5,9,N/A,25.5,3,8.5,8,10,10,10,N/A,30,3,10,1,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5,5,5,N/A,15,3,5,11,7,6,7,N/A,20,3,6.6667,5,7,6,7,N/A,20,3,6.6667,8,6,6,6,6,24,4,6,10,7,7,7,7,28,4,7,7,7,7,7,N/A,21,3,7,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8,6,7,N/A,21,3,7,4,7,6,7,N/A,20,3,6.6667,5,7,6,7,N/A,20,3,6.6667,8,8,8,8,8,32,4,8,6,8,7,7,7,29,4,7.25,6,8,8,8,N/A,24,3,8,6,8.5,8.5,9,N/A,26,3,8.6667,5,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8,6,7,N/A,21,3,7,4,6,6,7,N/A,19,3,6.3333,9,7,6,7,N/A,20,3,6.6667,8,9,8,9,9,35,4,8.75,3,7,6,6,7,26,4,6.5,9,9,9,9,N/A,27,3,9,3,8.5,8.5,9,N/A,26,3,8.6667,5,9,9,9,N/A,27,3,9,5,9,9,9.5,N/A,27.5,3,9.1667,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7,7,7,N/A,21,3,7,4,8,8,8,N/A,24,3,8,1,8,7,8,N/A,23,3,7.6667,3,9,9,9,9,36,4,9,1,8,8,7,8,31,4,7.75,4,9,10,9,N/A,28,3,9.3333,2,9,9,9.5,N/A,27.5,3,9.1667,2,10,9,9,N/A,28,3,9.3333,4,10,9.5,10,N/A,29.5,3,9.8333,2,10,9.6666,10,N/A,29.666600000000003,3,9.8889,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5,4,4,N/A,13,3,4.3333,12,5,4,4,N/A,13,3,4.3333,12,0,0,0,N/A,0,3,0,12,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8,7,8,N/A,23,3,7.6667,1,7,6,7,N/A,20,3,6.6667,5,8,8,9,N/A,25,3,8.3333,1,8,8,9,9,34,4,8.5,5,9,10,9,9,37,4,9.25,1,8,8,9,N/A,25,3,8.3333,4,9.5,9,9.5,N/A,28,3,9.3333,1,10,9,10,N/A,29,3,9.6667,3,9.5,9.5,9.5,N/A,28.5,3,9.5,3,9.6666,9.6666,9.6666,N/A,28.9998,3,9.6666,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8,7,8,N/A,23,3,7.6667,1,7,7,7,N/A,21,3,7,3,7,7,7,N/A,21,3,7,6,9,9,9,9,36,4,9,1,8,8,8,8,32,4,8,3,8,8,8,N/A,24,3,8,6,9,9,9.5,N/A,27.5,3,9.1667,2,10,10,10,N/A,30,3,10,1,9,9.5,9.5,N/A,28,3,9.3333,4,9.3333,9.6666,9.3333,N/A,28.333199999999998,3,9.4444,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8,7,8,N/A,23,3,7.6667,1,8,8,8,N/A,24,3,8,1,8,8,8,N/A,24,3,8,2,8,9,9,9,35,4,8.75,3,8,7,7,8,30,4,7.5,5,10,9,10,N/A,29,3,9.6667,1,9,9,9.5,N/A,27.5,3,9.1667,2,8,8,9,N/A,25,3,8.3333,6,10,10,10,N/A,30,3,10,1,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7,7,7,N/A,21,3,7,4,7,6,7,N/A,20,3,6.6667,5,7,7,7,N/A,21,3,7,6,7,7,7,7,28,4,7,8,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5,6,5,6,22,4,5.5,11,6,6,6,6,24,4,6,10,0,0,0,0,0,4,0,13,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,6,5,5,6,22,4,5.5,11,7,6,6,7,26,4,6.5,8,7,7,7,7,28,4,7,5,8,8,8,N/A,24,3,8,4,8,8,8,N/A,24,3,8,6,8,7,8,8,31,4,7.75,6,8.5,8,8,8.5,33,4,8.25,6,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7,7,6,7,27,4,6.75,3,7,6,7,7,27,4,6.75,7,7,7,7,7,28,4,7,5,7,7,7,N/A,21,3,7,10,9,9,9,N/A,27,3,9,2,8,9,9,8,34,4,8.5,5,7.5,8,8.5,8,32,4,8,8,7,8,8,N/A,23,3,7.6667,7,9,9,9,9,36,4,9,5,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6,6,6,6,24,4,6,9,6,6,6,6,24,4,6,10,6,7,6,6,25,4,6.25,8,7,7,8,N/A,22,3,7.3333,9,8,8,8,N/A,24,3,8,6,7,8,8,7,30,4,7.5,7,8.5,8,8,8.5,33,4,8.25,6,8,9,9,N/A,26,3,8.6667,5,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7,6,6,7,26,4,6.5,5,7,7,7,7,28,4,7,6,8,8,8,8,32,4,8,1,8,7,8,N/A,23,3,7.6667,6,8,8,8,N/A,24,3,8,6,9,10,9,9,37,4,9.25,3,9.5,9,9,9.5,37,4,9.25,1,10,10,10,N/A,30,3,10,3,9,9,10,9,37,4,9.25,4,9,9.5,9.5,N/A,28,3,9.3333,5,9.3333,9.6666,9.6666,9.6666,38.3331,4,9.5833,3
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,8,8,7,8,31,4,7.75,1,8,8,8,8,32,4,8,1,7,8,8,8,31,4,7.75,2,10,10,10,N/A,30,3,10,1,8,9,8,N/A,25,3,8.3333,5,9,9,9,10,37,4,9.25,3,8,8.5,9,9,34.5,4,8.625,3,11,11,11,N/A,33,3,11,2,10,10,10,10,40,4,10,1,10,10,10,N/A,30,3,10,1,9.6666,10,9.6666,10,39.333200000000005,4,9.8333,1
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6,6,6,6,24,4,6,9,6,6,6,6,24,4,6,10,7,6,6,6,25,4,6.25,8,8,8,8,N/A,24,3,8,4,8,8,8,N/A,24,3,8,6,7,7,7,7,28,4,7,9,0,0,0,0,0,4,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,5,5,5,5,20,4,5,13,6,5,6,5,22,4,5.5,13,6,5,6,6,23,4,5.75,11,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5
James Hinchcliffe,Sharna Burgess,Racing Driver,Canada,Canada,29,23,2nd Place,2,8,8,7,8,31,4,7.75,1,7,7,7,8,29,4,7.25,4,7,7,8,7,29,4,7.25,4,9,9,10,N/A,28,3,9.3333,2,10,9,10,N/A,29,3,9.6667,1,10,9,9,10,38,4,9.5,2,9.5,9,9,9.5,37,4,9.25,1,11.6666,11.6666,11.6666,N/A,34.9998,3,11.6666,1,9,9,9,9,36,4,9,5,9.5,10,10,N/A,29.5,3,9.8333,3,9.6666,9.6666,9.6666,10,38.9998,4,9.75,2
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7,6,6,7,26,4,6.5,5,8,7,7,8,30,4,7.5,3,7,6,6,6,25,4,6.25,8,6,6,6,N/A,18,3,6,11,0,0,0,N/A,0,3,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,7,5,6,7,25,4,6.25,7,6,7,6,7,26,4,6.5,8,6,6,5,6,23,4,5.75,11,8,7,8,N/A,23,3,7.6667,6,0,0,0,N/A,0,3,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7,6,6,8,27,4,6.75,3,7,8,7,7,29,4,7.25,4,6,7,6,7,26,4,6.5,7,8,7,8,N/A,23,3,7.6667,6,9,8,9,N/A,26,3,8.6667,4,10,10,10,10,40,4,10,1,8,8.5,9,9,34.5,4,8.625,3,10,10,10,N/A,30,3,10,3,10,10,10,10,40,4,10,1,9.5,9.5,10,N/A,29,3,9.6667,4,8.5,9,9,9,35.5,4,8.875,4
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7,6,6,6,25,4,6.25,7,8,7,8,8,31,4,7.75,2,8,7,8,7,30,4,7.5,3,9,8,8,N/A,25,3,8.3333,3,9,9,9,N/A,27,3,9,2,7,8,8,7,30,4,7.5,7,8.5,8.5,9,8.5,34.5,4,8.625,3,8,8,8,N/A,24,3,8,6,10,10,9,9,38,4,9.5,3,10,10,10,N/A,30,3,10,1,0,0,0,0,0,4,0,5
Charo,Keo Motsepe,Actor/Actress,Spain,Spain,66,24,Eliminated Week 3,11,6,5,5,5,21,4,5.25,10,6,6,7,6,25,4,6.25,9,6,6,6,6,24,4,6,9,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5,5,5,5,20,4,5,11,6,5,6,5,22,4,5.5,11,6,6,6,6,24,4,6,9,7,7,7,7,28,4,7,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
