celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_judge_score_sum,week1_judge_count,week1_judge_score_avg,week1_judge_score_avg_rank,week2_judge_score_sum,week2_judge_count,week2_judge_score_avg,week2_judge_score_avg_rank,week3_judge_score_sum,week3_judge_count,week3_judge_score_avg,week3_judge_score_avg_rank,week4_judge_score_sum,week4_judge_count,week4_judge_score_avg,week4_judge_score_avg_rank,week5_judge_score_sum,week5_judge_count,week5_judge_score_avg,week5_judge_score_avg_rank,week6_judge_score_sum,week6_judge_count,week6_judge_score_avg,week6_judge_score_avg_rank,week7_judge_score_sum,week7_judge_count,week7_judge_score_avg,week7_judge_score_avg_rank,week8_judge_score_sum,week8_judge_count,week8_judge_score_avg,week8_judge_score_avg_rank,week9_judge_score_sum,week9_judge_count,week9_judge_score_avg,week9_judge_score_avg_rank,week10_judge_score_sum,week10_judge_count,week10_judge_score_avg,week10_judge_score_avg_rank,week11_judge_score_sum,week11_judge_count,week11_judge_score_avg,week11_judge_score_avg_rank
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,9.3333,9.3333,9.3333,,9.0,8.5,9.0,,9.0,10.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,8.5,0.0,0.0,0.0,,21.0,3,7.0,8,24.0,3,8.0,4,24.0,3,8.0,6,24.0,3,8.0,4,22.0,3,7.333333333333333,9,27.999899999999997,3,9.3333,5,26.5,3,8.833333333333334,7,28.0,3,9.333333333333334,3,27.0,3,9.0,3,32.5,4,8.125,4,0.0,3,0.0,5
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,9.3333,8.3333,9.3333,,10.0,9.5,10.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,9.5,9.0,9.5,9.5,9.8888,9.8888,9.8888,,24.0,3,8.0,2,26.0,3,8.666666666666666,1,26.0,3,8.666666666666666,2,27.0,3,9.0,1,28.0,3,9.333333333333334,1,26.999899999999997,3,8.999966666666666,6,29.5,3,9.833333333333334,1,30.0,3,10.0,1,29.0,3,9.666666666666666,1,37.5,4,9.375,2,29.6664,3,9.8888,2
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,7.0,10.0,,11.3333,9.3333,11.3333,,10.0,10.0,9.5,,9.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,9.5,10.0,10.4444,10.4444,10.4444,,27.0,3,9.0,1,24.0,3,8.0,4,24.0,3,8.0,6,27.0,3,9.0,1,26.0,3,8.666666666666666,6,31.999899999999997,3,10.666633333333332,1,29.5,3,9.833333333333334,1,28.0,3,9.333333333333334,3,25.5,3,8.5,5,39.5,4,9.875,1,31.333199999999998,3,10.4444,1
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,6.0,5.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,3,5.666666666666667,11,18.0,3,6.0,11,0.0,3,0.0,12,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,4,0.0,6,0.0,3,0.0,5
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.3333,8.3333,7.3333,,8.5,8.0,8.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,7.5,7.5,7.5,7.5,8.3333,8.8333,8.3333,,18.0,3,6.0,10,21.0,3,7.0,8,24.0,3,8.0,6,21.0,3,7.0,8,24.0,3,8.0,8,23.9999,3,7.9999666666666664,8,25.0,3,8.333333333333334,8,24.0,3,8.0,7,21.0,3,7.0,6,30.0,4,7.5,5,25.499899999999997,3,8.499966666666666,4
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,7.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,3,7.333333333333333,6,25.0,3,8.333333333333334,2,26.0,3,8.666666666666666,2,24.0,3,8.0,4,28.0,3,9.333333333333334,1,0.0,3,0.0,9,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,4,0.0,6,0.0,3,0.0,5
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,8.0,8.0,7.0,,6.0,7.0,7.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.0,3,7.666666666666667,4,20.0,3,6.666666666666667,9,25.0,3,8.333333333333334,4,24.0,3,8.0,4,27.0,3,9.0,3,30.0,3,10.0,4,27.0,3,9.0,5,0.0,3,0.0,8,0.0,3,0.0,7,0.0,4,0.0,6,0.0,3,0.0,5
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,8.0,8.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,10.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,8.5,9.0,9.0,9.3333,9.3333,9.3333,,23.0,3,7.666666666666667,4,24.0,3,8.0,4,22.0,3,7.333333333333333,9,24.0,3,8.0,4,27.0,3,9.0,3,26.9998,3,8.999933333333333,7,28.5,3,9.5,3,30.0,3,10.0,1,27.0,3,9.0,3,35.5,4,8.875,3,27.999899999999997,3,9.3333,3
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,5.0,4.0,5.0,,6.0,5.0,6.0,,6.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,3,4.666666666666667,12,17.0,3,5.666666666666667,12,16.0,3,5.333333333333333,10,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,4,0.0,6,0.0,3,0.0,5
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15.0,3,5.0,12,15.0,3,5.0,11,0.0,4,0.0,10,0.0,4,0.0,10,0.0,4,0.0,10,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.5,8.5,9.0,10.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24.0,3,8.0,3,24.0,3,8.0,4,36.0,4,9.0,2,32.0,4,8.0,6,39.0,4,9.75,2,36.0,4,9.0,3,36.0,4,9.0,4,38.0,4,9.5,3,0.0,4,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,7.0,7.0,7.0,,9.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,9.0,8.5,9.5,8.0,9.0,8.0,9.0,10.0,9.0,9.5,9.5,9.5,9.5,9.5,9.5,10.0,,,,,,21.0,3,7.0,7,25.0,3,8.333333333333334,1,36.0,4,9.0,2,35.0,4,8.75,2,40.0,4,10.0,1,35.0,4,8.75,5,35.0,4,8.75,6,36.0,4,9.0,4,38.0,4,9.5,3,29.0,3,9.666666666666666,3,N/A,N/A,N/A,N/A
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,9.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.5,9.0,9.5,9.0,9.0,9.0,9.0,8.5,9.5,9.5,8.5,8.6666,8.6666,8.6666,,,,,,25.0,3,8.333333333333334,2,21.0,3,7.0,7,32.0,4,8.0,7,28.0,4,7.0,9,35.0,4,8.75,7,32.0,4,8.0,7,37.0,4,9.25,3,36.0,4,9.0,4,36.0,4,9.0,5,25.9998,3,8.6666,4,N/A,N/A,N/A,N/A
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.0,3,6.666666666666667,10,21.0,3,7.0,7,0.0,4,0.0,10,0.0,4,0.0,10,0.0,4,0.0,10,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.0,3,6.0,11,0.0,3,0.0,12,0.0,4,0.0,10,0.0,4,0.0,10,0.0,4,0.0,10,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9.0,9.0,9.0,,9.0,7.0,9.0,,9.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.5,10.0,8.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.5,9.5,0.0,0.0,0.0,,,,,,27.0,3,9.0,1,25.0,3,8.333333333333334,1,36.0,4,9.0,2,33.0,4,8.25,4,37.0,4,9.25,3,36.0,4,9.0,3,35.5,4,8.875,5,40.0,4,10.0,1,38.0,4,9.5,3,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,9.5,9.5,9.0,9.5,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,9.6666,10.0,,,,,,24.0,3,8.0,3,24.0,3,8.0,4,36.0,4,9.0,2,34.0,4,8.5,3,37.0,4,9.25,3,38.0,4,9.5,2,37.5,4,9.375,2,40.0,4,10.0,1,39.0,4,9.75,2,29.666600000000003,3,9.888866666666667,2,N/A,N/A,N/A,N/A
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8.0,8.0,8.0,,8.0,9.0,8.0,,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,24.0,3,8.0,3,25.0,3,8.333333333333334,1,39.0,4,9.75,1,39.0,4,9.75,1,36.0,4,9.0,5,40.0,4,10.0,1,39.0,4,9.75,1,36.0,4,9.0,4,40.0,4,10.0,1,30.0,3,10.0,1,N/A,N/A,N/A,N/A
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.0,3,7.0,7,21.0,3,7.0,7,30.0,4,7.5,9,33.0,4,8.25,4,28.0,4,7.0,9,32.0,4,8.0,7,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,7.0,7.0,8.0,,7.0,7.0,8.0,,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.0,3,7.333333333333333,6,22.0,3,7.333333333333333,6,35.0,4,8.75,6,31.0,4,7.75,8,34.0,4,8.5,8,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.0,3,7.0,7,21.0,3,7.0,7,31.0,4,7.75,8,32.0,4,8.0,6,36.0,4,9.0,5,33.0,4,8.25,6,33.0,4,8.25,7,0.0,4,0.0,7,0.0,4,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,6.0,6.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4,6.25,10,31.0,4,7.75,5,29.0,4,7.25,8,29.0,4,7.25,6,28.0,4,7.0,6,28.0,4,7.0,8,29.5,4,7.375,7,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,6,0.0,4,0.0,5
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4,7.5,6,30.0,4,7.5,7,32.0,4,8.0,4,24.0,4,6.0,10,24.0,4,6.0,7,32.0,4,8.0,5,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,6,0.0,4,0.0,5
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.5,8.5,9.0,9.0,8.0,8.0,8.0,8.0,8.5,9.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4,8.0,3,35.0,4,8.75,1,31.0,4,7.75,7,39.0,4,9.75,2,34.0,4,8.5,2,32.0,4,8.0,5,35.0,4,8.75,2,32.0,4,8.0,5,35.0,4,8.75,5,0.0,4,0.0,6,0.0,4,0.0,5
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,9.0,8.5,8.0,8.5,8.5,10.75,10.75,10.75,10.75,9.5,9.5,10.0,9.5,9.5,9.5,10.0,10.0,9.6666,10.0,9.6666,9.6666,29.0,4,7.25,7,34.0,4,8.5,2,40.0,4,10.0,1,36.0,4,9.0,4,33.0,4,8.25,4,33.0,4,8.25,4,33.5,4,8.375,4,43.0,4,10.75,1,38.5,4,9.625,1,39.0,4,9.75,1,38.99980000000001,4,9.749950000000002,3
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,10.0,9.0,10.0,8.5,8.5,8.5,8.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,10.0,9.5,9.0,9.5,9.5,10.0,10.0,10.0,10.0,36.0,4,9.0,1,32.0,4,8.0,4,32.0,4,8.0,4,40.0,4,10.0,1,34.0,4,8.5,2,39.0,4,9.75,1,34.0,4,8.5,3,41.0,4,10.25,2,38.5,4,9.625,1,37.5,4,9.375,3,40.0,4,10.0,1
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4,5.5,12,0.0,4,0.0,13,0.0,4,0.0,12,0.0,4,0.0,11,0.0,4,0.0,10,0.0,4,0.0,10,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,6,0.0,4,0.0,5
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4,7.75,5,28.0,4,7.0,8,26.0,4,6.5,11,0.0,4,0.0,11,0.0,4,0.0,10,0.0,4,0.0,10,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,6,0.0,4,0.0,5
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7.0,7.5,7.0,7.0,8.0,7.5,8.0,7.5,0.0,0.0,0.0,0.0,27.0,4,6.75,9,28.0,4,7.0,8,34.0,4,8.5,3,28.0,4,7.0,8,23.0,4,5.75,8,28.0,4,7.0,8,30.0,4,7.5,6,29.0,4,7.25,6,28.5,4,7.125,6,31.0,4,7.75,5,0.0,4,0.0,5
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4,5.0,13,28.0,4,7.0,8,29.0,4,7.25,8,29.0,4,7.25,6,0.0,4,0.0,10,0.0,4,0.0,10,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,6,0.0,4,0.0,5
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4,6.25,10,24.0,4,6.0,12,28.0,4,7.0,10,25.0,4,6.25,9,20.0,4,5.0,9,30.0,4,7.5,7,28.0,4,7.0,8,25.0,4,6.25,7,0.0,4,0.0,7,0.0,4,0.0,6,0.0,4,0.0,5
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4,7.25,7,28.0,4,7.0,8,0.0,4,0.0,12,0.0,4,0.0,11,0.0,4,0.0,10,0.0,4,0.0,10,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,6,0.0,4,0.0,5
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5,9.5,9.75,9.75,9.75,10.75,9.0,9.5,9.5,9.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,32.0,4,8.0,3,33.0,4,8.25,3,40.0,4,10.0,1,33.0,4,8.25,5,32.0,4,8.0,5,36.0,4,9.0,2,37.5,4,9.375,1,40.0,4,10.0,3,37.0,4,9.25,3,38.0,4,9.5,2,38.0,4,9.5,4
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,7.5,7.5,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,10.0,9.6666,10.0,9.6666,34.0,4,8.5,2,31.0,4,7.75,5,32.0,4,8.0,4,37.0,4,9.25,3,36.0,4,9.0,1,35.0,4,8.75,3,31.0,4,7.75,5,38.0,4,9.5,4,36.5,4,9.125,4,37.0,4,9.25,4,39.333200000000005,4,9.833300000000001,2
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25.0,4,6.25,8,28.0,4,7.0,6,25.0,4,6.25,8,28.0,4,7.0,9,28.0,4,7.0,5,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,5,0.0,4,0.0,4,N/A,N/A,N/A,N/A
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25.0,4,6.25,8,32.0,4,8.0,2,32.0,4,8.0,4,39.0,4,9.75,1,34.0,4,8.5,4,36.5,4,9.125,2,39.0,4,9.75,2,0.0,4,0.0,7,0.0,4,0.0,5,0.0,4,0.0,4,N/A,N/A,N/A,N/A
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,31.0,4,7.75,2,32.0,4,8.0,2,34.0,4,8.5,1,34.0,4,8.5,4,38.0,4,9.5,2,38.0,4,9.5,1,37.0,4,9.25,4,39.0,4,9.75,2,40.0,4,10.0,1,40.0,4,10.0,1,N/A,N/A,N/A,N/A
